dts,jumps_1,jumps_2,jumps_3,jumps_4,jumps_5
01/07/2013,0,0,-0,0,0
02/07/2013,0,-0,0,-0,0
05/07/2013,0,3.59342565859387e-05,0,2.49439804972315e-05,0
08/07/2013,-0,-0,0,0,-0
09/07/2013,-0,-0,0,0,0
10/07/2013,0,0,5.56443890371188e-05,0,0
11/07/2013,0,0,-0,7.58721059413499e-06,-0
12/07/2013,3.5949238227212e-05,9.80636092454847e-05,0,0,2.18606528124844e-05
15/07/2013,-0,0,0,-0,0
16/07/2013,1.93328114187718e-05,0,2.57465244542564e-05,7.08688525582289e-05,0
17/07/2013,0,0,-0,1.44394775910105e-05,-0
18/07/2013,0,0.000119397695343492,3.21303974262381e-05,-0,0
19/07/2013,0,0,2.66546090901885e-05,0,0
22/07/2013,0,0.000127474114496191,0.000101777255629905,0,-0
23/07/2013,-0,0,-0,0,2.74003669630063e-05
24/07/2013,0,-0,-0,9.50747286115749e-06,0
25/07/2013,3.85600352569255e-05,7.69095465827905e-05,0,0,0
26/07/2013,0,0,2.0293336100683e-05,0,0
29/07/2013,0,-0,0,0,0
30/07/2013,-0,6.60629745393185e-05,-0,0,0
31/07/2013,0,2.35585659451396e-05,-0,0,0
01/08/2013,0,0,-0,0,3.82078197289151e-05
02/08/2013,-0,4.89537884188245e-05,2.18058749718834e-05,0,0
05/08/2013,-0,-0,-0,0,9.91589648473333e-06
06/08/2013,0,0,8.35755837365645e-06,3.28902147454505e-05,0
07/08/2013,2.54255819787468e-05,5.65186857899613e-05,0,1.36516986880936e-05,0
08/08/2013,-0,-0,7.55309436727154e-06,0,0
09/08/2013,0,-0,-0,0,0
12/08/2013,0,0,0.000112772190299511,2.25195301589573e-05,0
13/08/2013,0,-0,-0,-0,2.70102917136576e-05
14/08/2013,-0,-0,0,0,0
15/08/2013,-0,0,0,0,-0
16/08/2013,-0,-0,-0,0,-0
19/08/2013,0,-0,0,0,0
20/08/2013,-0,-0,2.31035603636337e-05,0,0
21/08/2013,0,3.67211168852384e-05,1.75196629664606e-05,0,4.59142871974642e-05
23/08/2013,-0,0,4.84400191407223e-05,0,0.000155341553275078
26/08/2013,0,0,0,0,0
27/08/2013,0,-0,-0,0,0
28/08/2013,0,0,-0,0,0
29/08/2013,0,0,0,0,3.00486084808957e-05
30/08/2013,0,0,0,0,2.43590338272979e-05
03/09/2013,-0,0,2.19303499794616e-05,0,0
04/09/2013,-0,-0,3.35470849474555e-05,0,-0
05/09/2013,0,0,5.02759862592865e-05,0,0
06/09/2013,0,-0,0,0,0
09/09/2013,9.69793533937953e-06,0,0,0,0
10/09/2013,0,0,-0,0,4.07072680798087e-05
11/09/2013,0,0,0,0,0
12/09/2013,0,0,0,0,0
13/09/2013,0,0,0,0,0
16/09/2013,-0,0,0,0,3.44132474632938e-05
17/09/2013,0,0,0,0,0
18/09/2013,0,0,2.43641970732886e-05,0,0
19/09/2013,2.18274408328661e-05,0,-0,2.61238651660638e-05,0
20/09/2013,0,0,0,0,0.000168680049530213
23/09/2013,0,4.02274020981246e-05,5.65536093247815e-05,-0,5.64878171942085e-05
24/09/2013,-0,0,7.2699029361096e-05,0,-0
25/09/2013,6.10319836665097e-05,0,0,0,0
26/09/2013,0,0,0,0,0
27/09/2013,0,0,0,0,0
30/09/2013,0,0,0,0,0
01/10/2013,0,6.83407513051459e-05,0,1.26006164441788e-05,8.28386357457765e-05
02/10/2013,0,5.52516147815107e-05,0,1.35368191431722e-05,2.67733863976837e-05
03/10/2013,0,8.22198403586447e-05,0,0,-0
04/10/2013,0,0,0,0,-0
07/10/2013,0,0,2.30035228845846e-05,0,-0
08/10/2013,0,-0,0,1.56741312221113e-05,0
09/10/2013,-0,-0,-0,0,0
10/10/2013,0,0,-0,8.46603621030445e-06,0
11/10/2013,0,4.36663635800159e-05,0,0,0
14/10/2013,0,0,0,1.12191324148079e-05,-0
15/10/2013,-0,0,0,0,-0
16/10/2013,-0,0,0,-0,3.72163650954443e-05
17/10/2013,0,0,0,0,0
18/10/2013,-0,0,0,3.15686755037956e-05,3.87124565296428e-05
21/10/2013,4.56294691118402e-05,0,0,0,0
22/10/2013,0,-0,-0,0,9.15257475652238e-05
23/10/2013,0,-0,3.3716123240916e-05,-0,0
24/10/2013,-0,0,-0,-0,0
25/10/2013,-0,-0,0,0,3.93100588714824e-05
28/10/2013,0,5.23610019794344e-05,0,0,0
29/10/2013,0,6.52177797653906e-05,0,6.43108916697371e-05,0
30/10/2013,-0,5.99071417298469e-05,0,0,0
31/10/2013,3.18113786318003e-05,0,3.03154836380238e-05,0,0
01/11/2013,2.59831742846282e-05,0,0,0,1.23963923894868e-05
04/11/2013,3.50392303636327e-05,0,2.96107026752686e-05,-0,1.61382733722734e-05
05/11/2013,1.72929862669372e-05,0,-0,0,0
06/11/2013,-0,7.60038024385792e-05,7.73811556479403e-05,0,0
07/11/2013,0,-0,-0,2.38486546183442e-05,0
08/11/2013,0,0,-0,0,0
11/11/2013,0,6.05878094922322e-05,0,0,0
12/11/2013,0,0,0,0,0
13/11/2013,0,-0,3.91219524578714e-05,-0,0
14/11/2013,9.94778324586899e-06,0,0,0,0
15/11/2013,0,-0,0,0,6.38367075542933e-06
18/11/2013,4.07564861987822e-05,-0,0,0,0
19/11/2013,0,0,0,-0,4.35224355738966e-05
20/11/2013,0,0,9.3213045184435e-06,9.12057326172828e-06,-0
21/11/2013,0,3.94346110001073e-05,0,-0,0
22/11/2013,-0,0,1.81414982762098e-05,0,0
25/11/2013,-0,0,2.29781431220995e-05,4.12920489601303e-05,0
26/11/2013,2.54184619371685e-05,0,0,1.57568275745492e-05,0
27/11/2013,0,0,0,-0,5.64725293273001e-06
02/12/2013,-0,0,0,0,4.46593300153073e-05
03/12/2013,0,0,0,1.9063093537334e-05,1.17941266400967e-05
04/12/2013,0,4.6794906125128e-05,3.64427534681346e-05,0,-0
05/12/2013,0,0,0,0,0.000209211735039564
06/12/2013,1.64016162120051e-05,0,1.20761455493534e-05,-0,0
09/12/2013,0,0,0,2.93673150485597e-05,2.72694096824671e-05
10/12/2013,-0,0,0,-0,0
11/12/2013,3.15486454771437e-05,-0,0,1.95576385160836e-05,0
12/12/2013,-0,-0,-0,0,0
13/12/2013,0,-0,0,0,0.000127397315518708
16/12/2013,2.50021348964633e-05,-0,0,2.52147601912763e-05,0
17/12/2013,0,0,0,0,0
18/12/2013,-0,0,0,0,0
19/12/2013,0,0,0,-0,0
20/12/2013,7.99204503055211e-06,2.99153843096178e-05,0,0,0
23/12/2013,0,-0,1.28143304991105e-05,0,1.0941745502922e-05
26/12/2013,0,5.38477710895045e-05,0,0,2.06340118359439e-05
27/12/2013,0,-0,-0,1.55661871368982e-05,0
30/12/2013,0,0,0,0,0
31/12/2013,1.66073179605231e-05,0,-0,7.35855291884967e-06,-0
02/01/2014,0,0,0,3.10914334925389e-05,-0
03/01/2014,0,5.96120057755899e-05,0,2.07611109741219e-05,-0
06/01/2014,-0,5.5803752907712e-05,4.08276488856238e-05,0,0
07/01/2014,0,-0,3.85598297863184e-05,0,7.00534106070406e-06
08/01/2014,4.69636528770151e-05,0,0,0,-0
09/01/2014,0,-0,0,0,-0
10/01/2014,-0,-0,2.98662835947689e-05,-0,0
13/01/2014,6.83712345380354e-05,-0,0,-0,-0
14/01/2014,2.21100007462649e-05,0,0,0,0
15/01/2014,2.4066919497132e-05,0,-0,-0,3.15420940704995e-05
16/01/2014,-0,-0,0,1.50689485947144e-05,8.57551143140677e-05
17/01/2014,3.40967834618362e-05,0,1.78459751200684e-05,0,-0
21/01/2014,0,-0,-0,0,3.80064826370878e-05
22/01/2014,-0,-0,0,5.91306393112017e-05,0.000117052359904646
23/01/2014,0,-0,0,-0,0
24/01/2014,3.24060578487863e-05,0,0,0,-0
27/01/2014,0,0,0.000137779255838234,0,0
28/01/2014,-0,0,0,0,0
29/01/2014,-0,6.28224075907039e-05,0,0,-0
30/01/2014,0,0.000118191978744626,0,-0,0
31/01/2014,0,-0,0.000164828788890406,-0,0.00026522334271069
03/02/2014,0,-0,0,0,-0
04/02/2014,0,-0,0,0,-0
05/02/2014,3.52951085976002e-05,0,3.95678331550295e-05,0,0
06/02/2014,0,3.49214606462824e-05,-0,-0,2.75812868602021e-05
07/02/2014,0,0,0,2.39900570321969e-05,0
10/02/2014,0,0,0,9.86609887630748e-06,0
11/02/2014,0,-0,0,2.86639680860551e-05,0
12/02/2014,0,0,-0,0,0
13/02/2014,0,0,0,0,8.99462962818381e-05
14/02/2014,0,0,0,1.92613120362916e-05,0
18/02/2014,0,0,0,3.20605208615576e-05,0
19/02/2014,0,0,3.88104173044076e-05,2.87111028372036e-05,0
20/02/2014,3.14836888068446e-05,0,0,0,0
21/02/2014,-0,0,2.28092309201832e-05,0,0
24/02/2014,0,0,0,0,2.11820235784827e-05
25/02/2014,0,0,-0,4.27366906998734e-05,-0
26/02/2014,0,0,0,-0,-0
27/02/2014,0,-0,-0,0,0
28/02/2014,-0,0,9.43713408673023e-05,-0,0
03/03/2014,0,0,7.31372536635188e-05,0,-0
04/03/2014,0,0,0,-0,0
05/03/2014,0,0,0,0,8.21866835303838e-06
06/03/2014,-0,0,0,0,0
07/03/2014,-0,0,0,0,5.68112814972203e-05
10/03/2014,0,0,0,1.10475291100063e-05,9.40749811500424e-06
11/03/2014,0,0,0,1.55029428594603e-05,0
12/03/2014,0,-0,1.96714608580647e-05,-0,0
13/03/2014,0,-0,0,-0,0
14/03/2014,-0,0.000102984364944271,0,-0,0
17/03/2014,0,0,3.83005073391387e-05,0,8.7269762701183e-05
18/03/2014,-0,0,-0,0,0
19/03/2014,0,4.64896926811527e-05,0,3.21909516823207e-05,2.64322989250244e-05
20/03/2014,0,-0,0,0,0
21/03/2014,1.72808618779839e-05,0.000160360833540907,0,0,-0
24/03/2014,-0,-0,-0,0,-0
25/03/2014,-0,0,-0,0,0
26/03/2014,0,0,-0,2.38056295680895e-05,0
27/03/2014,0,-0,0.000100562515345147,-0,0
28/03/2014,0,0,0,6.61203863245723e-05,9.97295563111788e-05
31/03/2014,0,-0,0,0,0
01/04/2014,0,0,9.44122485588717e-05,0,0
02/04/2014,-0,-0,6.95719940573781e-05,0,-0
03/04/2014,-0,0.000126931962699612,-0,9.01556426214159e-06,0
04/04/2014,0,-0,0,-0,0
07/04/2014,0,-0,0.000101609473322615,0,-0
08/04/2014,0,-0,0,0,0
09/04/2014,-0,0,0,0,0
10/04/2014,2.20473327896543e-05,-0,-0,0,7.2521212394083e-05
11/04/2014,0,0,0,0,0
14/04/2014,0,-0,0,0,-0
15/04/2014,0,0,0,0,0
16/04/2014,0,0,-0,1.83810942267047e-05,-0
17/04/2014,-0,0,0,-0,5.45623090449456e-05
21/04/2014,0,-0,0,0,-0
22/04/2014,6.18032274948999e-06,0,0,1.42494785496971e-05,0
23/04/2014,0,0.000101446302970543,0,0,0
24/04/2014,-0,0,9.40328122725161e-05,0,0
25/04/2014,-0,-0,0,0,-0
28/04/2014,0,0,0,0,0
29/04/2014,6.33414207454804e-05,0,1.60065989963629e-05,0,0
30/04/2014,0,0,0,5.27227517633842e-05,-0
01/05/2014,3.65300164843501e-05,-0,1.9961832250452e-05,0,-0
02/05/2014,0,6.47954127664394e-05,0,-0,3.38321671046752e-05
05/05/2014,0,0,0,0,2.58586246055767e-05
06/05/2014,-0,0,0,-0,-0
07/05/2014,-0,0,-0,0,0
08/05/2014,0,0,2.69455808852473e-05,0,5.7191534708205e-05
09/05/2014,-0,-0,0,0,-0
12/05/2014,0,0,0,-0,0
13/05/2014,0,0,0,0,-0
14/05/2014,0,-0,7.74542942880023e-05,0,-0
15/05/2014,-0,0,0,-0,0
16/05/2014,0,-0,0,0,2.41683646873947e-05
19/05/2014,0,0,0,0,1.59111101357303e-05
20/05/2014,-0,0,0,-0,2.11130841865648e-05
21/05/2014,0,0,5.06495420358963e-05,0,0
22/05/2014,0,0,2.07671671574267e-05,2.52343064171486e-05,0
23/05/2014,0,-0,-0,-0,0
27/05/2014,2.48016134496691e-05,0,2.8560095116513e-05,0,6.73857423525175e-05
28/05/2014,0,-0,6.58707476469281e-05,-0,1.13646906001319e-05
29/05/2014,-0,0,0,1.14696427044069e-05,8.66246335737847e-06
30/05/2014,0,0,7.42080513904706e-05,0,0
02/06/2014,0,4.71470375802706e-05,-0,-0,0
03/06/2014,-0,-0,2.46537357730367e-05,2.14955648585306e-05,0
04/06/2014,0,0,0,1.37104985226986e-05,0
05/06/2014,-0,-0,1.50272136775771e-05,9.68584060417007e-06,2.51897994435708e-05
06/06/2014,0,0,0,0,0
09/06/2014,6.80439200725304e-05,0,1.30812623551746e-05,0,2.95498606290076e-05
10/06/2014,-0,0,0,6.55130472748597e-06,0
11/06/2014,-0,-0,0,0,-0
12/06/2014,0,9.66920098616768e-05,0,0,0
13/06/2014,0,4.92006548601142e-05,0,0,0
16/06/2014,0,7.36792453674404e-05,1.9162467139719e-05,2.08073710206615e-05,-0
17/06/2014,0,0,0,0,0
18/06/2014,0,0,1.55944223815939e-05,0,0
19/06/2014,0,0,-0,0,1.70675387517587e-05
20/06/2014,3.93810545895485e-05,0,1.29564802283956e-05,0,2.75605916201036e-05
23/06/2014,0,0,0,0,1.01839812228336e-05
24/06/2014,0,-0,0,0,0
25/06/2014,-0,0,0,0,0
26/06/2014,0,0,0,2.09589626459917e-05,1.92887082961326e-05
27/06/2014,0,0,-0,-0,0
30/06/2014,0,0,-0,1.40633483516369e-05,2.172541996554e-05
01/07/2014,-0,0,0,4.0376385289629e-05,0
02/07/2014,0,0,3.13721374344813e-05,-0,7.99855501892637e-06
07/07/2014,0,0,3.52724825677612e-05,6.85960416677652e-06,1.00170417336294e-05
08/07/2014,-0,0,2.29023681001207e-05,2.04884137038446e-05,-0
09/07/2014,0,0,9.26699312845357e-06,1.15729814964659e-05,0
10/07/2014,2.25782216135676e-05,0,-0,0,0
11/07/2014,-0,0,3.29428345061287e-05,-0,5.03976952933223e-05
14/07/2014,0,-0,-0,1.42695433377736e-05,0
15/07/2014,0,-0,1.74567149751642e-05,-0,2.37458460558021e-05
16/07/2014,0,3.9339479905262e-05,2.80194810210182e-05,0,-0
17/07/2014,-0,0,0,-0,0
18/07/2014,0,0,-0,5.56968614683283e-05,0
21/07/2014,1.82165491271408e-05,0,0,-0,0
22/07/2014,0,2.02164412781761e-05,0,-0,2.06546171879923e-05
23/07/2014,0,0,0,-0,0
24/07/2014,0,7.38535195758207e-05,-0,-0,0
25/07/2014,0,0,0,0,1.66735748079625e-05
28/07/2014,-0,0.000113669165371751,3.18238970319326e-05,0,0
29/07/2014,0,4.07227821359283e-05,0,-0,0
30/07/2014,0,0,-0,0,0
31/07/2014,-0,0,-0,-0,0
01/08/2014,-0,0,0,-0,0
04/08/2014,-0,0,1.03725078600327e-05,-0,0
05/08/2014,8.91032915142516e-05,3.12473355749307e-05,0,0,0
06/08/2014,-0,2.70660559135605e-05,-0,0,0
07/08/2014,0,3.55773594425053e-05,1.79623039069888e-05,0,2.87030495457997e-05
08/08/2014,0,0,3.29970954744638e-05,0,0
11/08/2014,-0,0,2.01303617438687e-05,0,3.2808951895247e-05
12/08/2014,0,0,0,0,0
13/08/2014,0,0,1.85001909268587e-05,0,-0
14/08/2014,0,-0,-0,6.60539077570612e-06,0
15/08/2014,0,0,2.17493153542638e-05,1.26769623321797e-05,0
18/08/2014,-0,0,0,1.79854411962244e-05,-0
19/08/2014,0,1.55946154116124e-05,7.48642378982272e-06,0,9.7496672005354e-06
20/08/2014,0,0,9.1767656347658e-06,-0,0
21/08/2014,-0,0,0,0,0
22/08/2014,-0,0,0,0,0
25/08/2014,0,-0,7.67535293121913e-06,0,-0
26/08/2014,0,0,0,6.44481145299271e-06,0
27/08/2014,0,0,0,0,-0
28/08/2014,3.42167448634581e-05,2.10430461146437e-05,-0,-0,4.55621990436107e-06
29/08/2014,0,0,0,0,1.00100991128156e-05
02/09/2014,0,0,0,-0,2.89703633724532e-05
03/09/2014,0,-0,6.37489258320388e-06,0,1.95383333902784e-05
04/09/2014,0,6.67093621677065e-05,0,0,2.04192000183533e-05
05/09/2014,2.95964227872675e-05,0,-0,-0,0
08/09/2014,0,-0,0,0,5.69056241877283e-05
09/09/2014,0.00065906651611559,0,0,9.16831753769413e-06,0
10/09/2014,-0,-0,3.74716828889571e-05,0,1.01575490864303e-05
11/09/2014,0,0,0,-0,0
12/09/2014,0,0,-0,0,0
15/09/2014,0,6.00955536143384e-05,0,9.07988717181256e-06,0
16/09/2014,-0,0,7.42411514242844e-05,0,0
17/09/2014,0,7.35279658659079e-05,3.72887429049888e-05,2.58576710537718e-05,-0
18/09/2014,0,-0,3.4402986375178e-06,0,0
19/09/2014,2.25621247672774e-05,-0,9.90840107298633e-06,0,0
22/09/2014,0,0,-0,8.9063999982934e-06,0
23/09/2014,8.20786674465751e-05,0.000114751001296103,0,-0,1.29983661241176e-05
24/09/2014,0,-0,-0,0,0
25/09/2014,0,-0,1.64682790024402e-05,0,0
26/09/2014,0,0,2.33321818782061e-05,0,-0
29/09/2014,0,-0,0,7.70701370460008e-06,0
30/09/2014,3.67596806059826e-05,-0,0,0,0
01/10/2014,-0,0,0,0,0
02/10/2014,-0,0,-0,0,0
03/10/2014,0,0,1.24286136643531e-05,-0,0
06/10/2014,0,0,1.16540224566673e-05,0,-0
07/10/2014,0,0,-0,0,0
08/10/2014,4.22880051731021e-05,0,0,0,2.66068654927538e-05
09/10/2014,-0,0,-0,-0,-0
10/10/2014,0,0,0,0,0
13/10/2014,-0,0,-0,0,-0
14/10/2014,-0,-0,0,0,0
15/10/2014,-0,-0,-0,0,0
16/10/2014,-0,0,-0,0,0
17/10/2014,-0,0,-0,0,0
20/10/2014,0,0,0,0,-0
21/10/2014,-0,-0,3.1733765495652e-05,6.06769263697925e-05,0
22/10/2014,0,-0,3.97405553954008e-05,0,0
23/10/2014,0,0,-0,0,-0
24/10/2014,-0,0.000421829749726488,0,0,0
27/10/2014,1.69426567915055e-05,0,2.64961383169859e-05,0,4.07720226943802e-05
28/10/2014,6.60650033299747e-06,0,0,0,0
29/10/2014,0,0,0,0,0
30/10/2014,1.45190997063949e-05,-0,0,0,0
31/10/2014,0,8.90295602847703e-05,0.000125064430908903,0,7.96151736166538e-05
03/11/2014,0,3.06128569959348e-05,0,0,0
04/11/2014,0,0,5.07588648011368e-05,1.66112038075025e-05,0
05/11/2014,1.80397746057415e-05,0,0,0,0
06/11/2014,0,0,0,0,0
07/11/2014,0,0,0,-0,0
10/11/2014,-0,0,0,3.41709634605203e-05,0
11/11/2014,5.49738076871302e-06,0,9.48602472237562e-06,0,0
12/11/2014,0,-0,0,-0,0
13/11/2014,0,0,0.000248429523089533,5.79226114489273e-06,-0
14/11/2014,0,8.40747670754479e-05,0,2.43007064681355e-05,-0
17/11/2014,0,0,0,-0,2.27920023180354e-05
18/11/2014,0,3.97551505165835e-05,0,3.44941432098878e-05,-0
19/11/2014,-0,0,3.60823734113987e-05,1.36966343763143e-05,-0
20/11/2014,0,0,-0,0,0
21/11/2014,2.50160020299481e-05,0,0,-0,0
24/11/2014,-0,0,0,5.15317134516209e-05,6.65762102005529e-05
25/11/2014,0,0,3.83689907119229e-05,0,2.32895480034509e-05
26/11/2014,-0,0,0,0,0
01/12/2014,-0,0.000156236824203402,0,-0,0
02/12/2014,-0,-0,0,0,0
03/12/2014,0,-0,-0,0,2.63431334067268e-05
04/12/2014,-0,-0,-0,0,6.27489263263083e-05
05/12/2014,-0,0,0,0,0
08/12/2014,0,0,-0,0,0
09/12/2014,0,0,0,4.74628345332865e-05,3.70846089297498e-05
10/12/2014,-0,0,0,0,0
11/12/2014,0,0,-0,-0,4.54671008266476e-05
12/12/2014,0,0,-0,0,0
15/12/2014,0.000230232111232599,0,-0,-0,0
16/12/2014,-0,0,0,-0,0
17/12/2014,0,0,-0,0,8.39465010429027e-05
18/12/2014,0,0,-0,0,0
19/12/2014,0,-0,0,0,0
22/12/2014,0,5.19465794777137e-05,0,0,0
23/12/2014,0,3.76659252198892e-05,3.83404550089857e-05,0,-0
26/12/2014,0,0,1.40432516268217e-05,-0,4.10968008368946e-05
29/12/2014,0,4.16773188967182e-05,0,0,0
30/12/2014,-0,0,0,1.10318950982097e-05,2.07840621289032e-05
31/12/2014,0,0,1.59519584726161e-05,2.14049656411562e-05,0
02/01/2015,0,0,0,2.17016287893504e-05,4.06610218035674e-05
05/01/2015,0,-0,0,0,-0
06/01/2015,-0,0,0.000239218226330031,0,0
07/01/2015,-0,6.42577754077718e-05,-0,0,-0
08/01/2015,0,0,0,4.74731988330649e-05,-0
09/01/2015,-0,0,9.0832591780079e-05,0,-0
12/01/2015,0,0,0,0,0
13/01/2015,0,0,0,0,0
14/01/2015,-0,-0,4.3228455721667e-05,0,0
15/01/2015,0,-0,0,-0,0
16/01/2015,-0,0,0,6.26206486056938e-05,0
20/01/2015,0,0,0,-0,-0
21/01/2015,7.63012245757801e-05,0.000755429917398907,4.13108697404123e-05,-0,0
22/01/2015,2.2471674895431e-05,-0,-0,0,-0
23/01/2015,-0,0,3.06827348382306e-05,0,0
26/01/2015,0,0,7.00174841040474e-05,-0,3.04566172139576e-05
27/01/2015,0.000103588898895598,0,0.000140329925533763,-0,0
28/01/2015,0,-0,0,0,6.72340523282757e-05
29/01/2015,-0,0,4.24979155603587e-05,-0,0
30/01/2015,0,0,0,0,0
02/02/2015,-0,-0,0,0,0
03/02/2015,-0,0,0,0,4.71086345610377e-05
04/02/2015,0,0,-0,-0,0
05/02/2015,-0,0,0,-0,-0
06/02/2015,0,0,-0,-0,1.92913064780247e-05
09/02/2015,0,0,-0,0,0
10/02/2015,0,0,0,-0,0
11/02/2015,-0,0,0,0,2.23417416547342e-05
12/02/2015,0,-0,0,0,0
13/02/2015,0,0,0,0,1.57734030569074e-05
17/02/2015,-0,0,0,0,0.000116527814315757
18/02/2015,1.3746905753141e-05,1.85869703028371e-05,5.90128312754655e-05,0,0
19/02/2015,0,4.96785910930695e-05,0,0,2.40120037490438e-05
20/02/2015,0,-0,0,2.42825995666327e-05,0
23/02/2015,-0,0,4.82077562036376e-05,0,0
24/02/2015,5.95550499595599e-05,0,0,-0,0
25/02/2015,7.34058377226386e-05,0,-0,0,0
26/02/2015,8.8120915519151e-05,3.90050207552249e-05,-0,0,0
27/02/2015,-0,0,0,3.7545953354637e-05,4.1012546562499e-05
02/03/2015,-0,0,6.19459704752125e-05,3.90052686088023e-05,0
03/03/2015,0,0,0,0,0
04/03/2015,0,0,0,3.1150575509919e-05,0
05/03/2015,0,0,0,0,0
06/03/2015,0,0,2.85375127516185e-05,0,0
09/03/2015,0,-0,5.23633890598595e-05,0,-0
10/03/2015,0,-0,2.37226446168258e-05,1.52226161464536e-05,0
11/03/2015,7.37557930847349e-05,-0,0,-0,0
12/03/2015,0,1.58910826164026e-05,0,0,-0
13/03/2015,-0,-0,0,0,0
16/03/2015,0,-0,0,0,0
17/03/2015,-0,0,3.06357652514229e-05,0,0
18/03/2015,-0,0,7.37060252924088e-05,0,6.92678733477426e-05
19/03/2015,0,0,0,-0,0
20/03/2015,9.42990144153917e-05,-0,0,3.47554562131574e-05,-0
23/03/2015,0,0,0,0,0
24/03/2015,0,0,8.54336847783948e-05,2.26402042652072e-05,0
25/03/2015,0,0,4.83983840634599e-05,0,3.31639007696005e-05
26/03/2015,0,0,0.000181907205708979,6.34732750384034e-05,0
27/03/2015,0,0,0,0,3.97044558454201e-05
30/03/2015,0,2.75317609820628e-05,4.63772688607539e-05,0,0
31/03/2015,4.01334829405518e-05,0,0,0,0
01/04/2015,0,-0,0,0,-0
02/04/2015,0,2.81446582937104e-05,3.80427403091717e-05,0,0
06/04/2015,0,1.99209680509487e-05,0,0,1.77449345633777e-05
07/04/2015,0,-0,0,-0,0
08/04/2015,3.49552852603837e-05,0,4.62470712842513e-05,-0,0
09/04/2015,0,2.70637021791952e-05,0,-0,6.15741822024185e-05
10/04/2015,0,-0,1.44748856008083e-05,0,0
13/04/2015,0,0,5.13530247785219e-05,0,0
14/04/2015,0,9.07402317169915e-05,0,0,0
15/04/2015,0,0,0,0,0
16/04/2015,-0,0,0,0,0
17/04/2015,-0,0,0,-0,-0
20/04/2015,-0,-0,0,0.000108719387314963,0
21/04/2015,0,0,0,0,0
22/04/2015,0,-0,0,0,0
23/04/2015,-0,0,0,-0,0
24/04/2015,0,0.000393020916644539,3.58783996041589e-05,-0,8.76201631797472e-05
27/04/2015,0,6.38400447781239e-05,-0,-0,0
28/04/2015,-0,0,8.15647358956723e-05,-0,0
29/04/2015,0,0,0,0,-0
30/04/2015,-0,0,-0,0,0
01/05/2015,0,-0,0,0,0
04/05/2015,-0,3.38979265331466e-05,2.14645823613641e-05,0,0
05/05/2015,-0,3.84215513753819e-05,0,-0,0
06/05/2015,-0,0,0,5.23501984548012e-05,6.17029945083017e-05
07/05/2015,0,3.92740752627226e-05,-0,1.9229853798874e-05,2.95787569402345e-05
08/05/2015,0,0,0,0,0
11/05/2015,-0,0,0,0,0
12/05/2015,0,-0,0,0,0
13/05/2015,0,2.52831267709471e-05,2.07929900430298e-05,0,1.9348791297626e-05
14/05/2015,-0,0,-0,-0,0
15/05/2015,-0,2.2231422341548e-05,0,0,0
18/05/2015,0,0,2.12087166024774e-05,0,0
19/05/2015,0,0,0,2.69151147108099e-05,0
20/05/2015,0,3.88987718400124e-05,2.27990371972452e-05,0,0
21/05/2015,9.48557980860402e-06,7.04171316062861e-05,0,-0,1.59036642247195e-05
22/05/2015,0,-0,1.18441028780391e-05,0,0
26/05/2015,-0,0,0,0,0
27/05/2015,-0,0,-0,0,0
28/05/2015,0,0,0,0,0
29/05/2015,0,0,0,0,0
01/06/2015,0,5.80123816636431e-05,0,-0,0
02/06/2015,0,0,0,0,0
03/06/2015,1.35659568977096e-05,1.75668260652693e-05,1.28360249157227e-05,0,3.48417986961379e-05
04/06/2015,0,0,0,-0,-0
05/06/2015,2.03464919200657e-05,0,-0,0,-0
08/06/2015,0,0,0,0,0
09/06/2015,-0,0,0,0,0
10/06/2015,0,0,0,-0,0
11/06/2015,2.71831149534637e-05,-0,-0,0,0
12/06/2015,0,-0,4.00181426912993e-05,0,0
15/06/2015,0,0,3.28311759269606e-05,0,-0
16/06/2015,0,0,0,0,-0
17/06/2015,2.19849398860133e-05,0,3.21740801489655e-05,0,3.8941802324332e-05
18/06/2015,1.03101044546473e-05,1.8863600126081e-05,0.000107107690966958,0,-0
19/06/2015,0,0,0,1.34956982877327e-05,0
22/06/2015,0,0,-0,1.077329350742e-05,0
23/06/2015,0,0,2.58878025747234e-05,2.57977259253572e-05,1.63108139691083e-05
24/06/2015,5.82997073528853e-05,0,2.43211766057809e-05,0,0
25/06/2015,-0,0,-0,6.39589330275996e-06,0
26/06/2015,0,0,0,1.27680682451606e-05,0
29/06/2015,0,0,-0,0,-0
30/06/2015,0,-0,0,0,-0
01/07/2015,0,-0,-0,1.86142835051944e-05,0
02/07/2015,-0,0,1.35793103590307e-05,1.76007578536859e-05,0
06/07/2015,0,-0,0,9.99533950742762e-06,0
07/07/2015,0,5.98289118683163e-05,0,0,0
09/07/2015,-0,0,0,0,0
10/07/2015,-0,-0,0,0,-0
13/07/2015,0,0,-0,0,0
14/07/2015,0,-0,0,1.27412304906608e-05,-0
15/07/2015,1.978186807945e-05,-0,4.48663072676866e-05,-0,0
16/07/2015,-0,0,1.6340073852493e-05,-0,-0
17/07/2015,-0,0,0,0,-0
20/07/2015,-0,-0,0,0,0
21/07/2015,7.33049284890548e-05,0,0,0,-0
22/07/2015,0.000218623075447033,0,-0,-0,0
23/07/2015,-0,0,3.25717154978195e-05,0,0
24/07/2015,-0,0.00068659738626408,-0,1.00939194857105e-05,0
